Date,time,Out Temp.,Out hum.,Wind Dir.,Wind speed,SL Pressure,In T.,Today rain
01-08-2021,01:35,23.3,35%,270 (W),4.8 km/h,1015.5 hpa,29.5º,0.0 mm
01-08-2021,01:30,23.4,35%,315(NW),6.4 km/h,1015.6 hpa,29.5º,0.0 mm
01-08-2021,01:25,23.4,35%,337(NW),6.4 km/h,1015.5 hpa,29.5º,0.0 mm
01-08-2021,01:20,23.6,34%,337(NW),6.4 km/h,1015.5 hpa,29.5º,0.0 mm
01-08-2021,01:15,23.6,34%,315(NW),6.4 km/h,1015.5 hpa,29.5º,0.0 mm
01-08-2021,01:10,23.7,34%,315(NW),6.4 km/h,1015.4 hpa,29.5º,0.0 mm
01-08-2021,01:05,23.9,34%,315(NW),3.2 km/h,1015.4 hpa,29.5º,0.0 mm
01-08-2021,01:00,24.0,34%,337(NW),4.8 km/h,1015.4 hpa,29.5º,0.0 mm
01-08-2021,00:55,24.1,33%,337(NW),6.4 km/h,1015.4 hpa,29.5º,0.0 mm
01-08-2021,00:50,24.2,33%,337(NW),6.4 km/h,1015.4 hpa,29.5º,0.0 mm
01-08-2021,00:45,24.3,33%,315(NW),4.8 km/h,1015.4 hpa,29.5º,0.0 mm
01-08-2021,00:40,24.3,33%,315(NW),6.4 km/h,1015.3 hpa,29.5º,0.0 mm
01-08-2021,00:35,24.4,33%,315(NW),6.4 km/h,1015.3 hpa,29.5º,0.0 mm
01-08-2021,00:30,24.6,33%,292 (W),6.4 km/h,1015.3 hpa,29.5º,0.0 mm
01-08-2021,00:25,24.7,32%,315(NW),6.4 km/h,1015.2 hpa,29.5º,0.0 mm
01-08-2021,00:20,24.8,32%,315(NW),4.8 km/h,1015.2 hpa,29.5º,0.0 mm
01-08-2021,00:15,24.9,32%,315(NW),6.4 km/h,1015.1 hpa,29.5º,0.0 mm
01-08-2021,00:10,25.1,32%,315(NW),8.0 km/h,1015.1 hpa,29.5º,0.0 mm
01-08-2021,00:05,25.3,31%,315(NW),6.4 km/h,1015.1 hpa,29.5º,0.0 mm
01-08-2021,00:00,25.6,31%,315(NW),4.8 km/h,1015.2 hpa,29.6º,0.0 mm
31-07-2021,23:55,25.8,30%,315(NW),4.8 km/h,1015.2 hpa,29.6º,0.0 mm
31-07-2021,23:50,25.9,29%,315(NW),4.8 km/h,1015.1 hpa,29.6º,0.0 mm
31-07-2021,23:45,26.1,29%,315(NW),3.2 km/h,1015.1 hpa,29.6º,0.0 mm
31-07-2021,23:40,26.2,29%,315(NW),3.2 km/h,1015.1 hpa,29.6º,0.0 mm
31-07-2021,23:35,26.4,28%,337(NW),6.4 km/h,1015.1 hpa,29.6º,0.0 mm
31-07-2021,23:30,26.6,28%,315(NW),6.4 km/h,1015.1 hpa,29.6º,0.0 mm
31-07-2021,23:25,26.7,28%,337(NW),8.0 km/h,1015.0 hpa,29.6º,0.0 mm
31-07-2021,23:20,26.8,27%,315(NW),6.4 km/h,1015.0 hpa,29.6º,0.0 mm
31-07-2021,23:15,26.9,27%,337(NW),8.0 km/h,1015.0 hpa,29.6º,0.0 mm
31-07-2021,23:10,27.1,27%,337(NW),6.4 km/h,1014.9 hpa,29.6º,0.0 mm
31-07-2021,23:05,27.2,27%,337(NW),8.0 km/h,1014.9 hpa,29.6º,0.0 mm
31-07-2021,23:00,27.2,27%,000 (N),6.4 km/h,1014.7 hpa,29.6º,0.0 mm
31-07-2021,22:55,27.3,26%,337(NW),8.0 km/h,1014.7 hpa,29.6º,0.0 mm
31-07-2021,22:50,27.4,26%,000 (N),8.0 km/h,1014.5 hpa,29.6º,0.0 mm
31-07-2021,22:45,27.4,26%,315(NW),8.0 km/h,1014.5 hpa,29.6º,0.0 mm
31-07-2021,22:40,27.6,26%,337(NW),8.0 km/h,1014.4 hpa,29.7º,0.0 mm
31-07-2021,22:35,27.6,26%,337(NW),9.7 km/h,1014.4 hpa,29.7º,0.0 mm
31-07-2021,22:30,27.7,25%,337(NW),9.7 km/h,1014.3 hpa,29.7º,0.0 mm
31-07-2021,22:25,27.8,25%,337(NW),8.0 km/h,1014.3 hpa,29.7º,0.0 mm
31-07-2021,22:20,27.8,25%,337(NW),9.7 km/h,1014.1 hpa,29.7º,0.0 mm
31-07-2021,22:15,27.9,25%,337(NW),12.9 km/h,1013.9 hpa,29.7º,0.0 mm
31-07-2021,22:10,28.0,25%,337(NW),11.3 km/h,1013.7 hpa,29.7º,0.0 mm
31-07-2021,22:05,28.1,25%,337(NW),11.3 km/h,1013.7 hpa,29.7º,0.0 mm
31-07-2021,22:00,28.2,25%,337(NW),11.3 km/h,1013.7 hpa,29.7º,0.0 mm
31-07-2021,21:55,28.3,25%,337(NW),11.3 km/h,1013.6 hpa,29.7º,0.0 mm
31-07-2021,21:50,28.4,25%,337(NW),12.9 km/h,1013.7 hpa,29.7º,0.0 mm
31-07-2021,21:45,28.6,26%,337(NW),9.7 km/h,1013.6 hpa,29.7º,0.0 mm
31-07-2021,21:40,28.7,26%,315(NW),6.4 km/h,1013.5 hpa,29.7º,0.0 mm
31-07-2021,21:35,28.8,26%,315(NW),8.0 km/h,1013.3 hpa,29.7º,0.0 mm
31-07-2021,21:30,28.8,25%,315(NW),9.7 km/h,1013.3 hpa,29.7º,0.0 mm
31-07-2021,21:25,28.9,25%,337(NW),9.7 km/h,1013.3 hpa,29.7º,0.0 mm
31-07-2021,21:20,29.1,25%,315(NW),9.7 km/h,1013.3 hpa,29.7º,0.0 mm
31-07-2021,21:15,29.2,25%,337(NW),9.7 km/h,1013.3 hpa,29.7º,0.0 mm
31-07-2021,21:10,29.2,25%,270 (W),8.0 km/h,1013.2 hpa,29.7º,0.0 mm
31-07-2021,21:05,29.2,25%,270 (W),9.7 km/h,1013.2 hpa,29.7º,0.0 mm
31-07-2021,21:00,29.3,25%,270 (W),9.7 km/h,1013.1 hpa,29.7º,0.0 mm
31-07-2021,20:55,29.4,25%,270 (W),11.3 km/h,1013.0 hpa,29.7º,0.0 mm
31-07-2021,20:50,29.6,25%,270 (W),9.7 km/h,1013.1 hpa,29.7º,0.0 mm
31-07-2021,20:45,29.7,24%,270 (W),9.7 km/h,1013.1 hpa,29.7º,0.0 mm
31-07-2021,20:40,29.7,24%,270 (W),11.3 km/h,1013.1 hpa,29.7º,0.0 mm
31-07-2021,20:35,29.9,24%,270 (W),9.7 km/h,1013.0 hpa,29.7º,0.0 mm
31-07-2021,20:30,30.0,24%,270 (W),8.0 km/h,1013.0 hpa,29.7º,0.0 mm
31-07-2021,20:25,30.1,24%,270 (W),11.3 km/h,1012.9 hpa,29.7º,0.0 mm
31-07-2021,20:20,30.2,23%,270 (W),12.9 km/h,1012.9 hpa,29.7º,0.0 mm
31-07-2021,20:15,30.2,23%,270 (W),11.3 km/h,1012.7 hpa,29.8º,0.0 mm
31-07-2021,20:10,30.4,23%,270 (W),9.7 km/h,1012.6 hpa,29.8º,0.0 mm
31-07-2021,20:05,30.4,23%,270 (W),11.3 km/h,1012.6 hpa,29.8º,0.0 mm
31-07-2021,20:00,30.6,23%,270 (W),11.3 km/h,1012.6 hpa,29.8º,0.0 mm
31-07-2021,19:55,30.8,23%,247(SW),11.3 km/h,1012.5 hpa,29.8º,0.0 mm
31-07-2021,19:50,30.9,23%,270 (W),9.7 km/h,1012.6 hpa,29.8º,0.0 mm
31-07-2021,19:45,31.0,23%,270 (W),8.0 km/h,1012.6 hpa,29.7º,0.0 mm
31-07-2021,19:40,31.2,23%,292 (W),9.7 km/h,1012.7 hpa,29.7º,0.0 mm
31-07-2021,19:35,31.4,23%,270 (W),11.3 km/h,1012.6 hpa,29.7º,0.0 mm
31-07-2021,19:30,31.4,23%,315(NW),9.7 km/h,1012.6 hpa,29.7º,0.0 mm
31-07-2021,19:25,31.3,24%,270 (W),9.7 km/h,1012.5 hpa,29.7º,0.0 mm
31-07-2021,19:20,31.3,24%,270 (W),11.3 km/h,1012.5 hpa,29.7º,0.0 mm
31-07-2021,19:15,31.3,24%,270 (W),11.3 km/h,1012.5 hpa,29.7º,0.0 mm
31-07-2021,19:10,31.2,24%,270 (W),9.7 km/h,1012.5 hpa,29.7º,0.0 mm
31-07-2021,19:05,31.1,24%,270 (W),12.9 km/h,1012.5 hpa,29.7º,0.0 mm
31-07-2021,19:00,31.1,24%,270 (W),12.9 km/h,1012.5 hpa,29.7º,0.0 mm
31-07-2021,18:55,31.1,24%,270 (W),12.9 km/h,1012.7 hpa,29.7º,0.0 mm
31-07-2021,18:50,31.1,24%,270 (W),12.9 km/h,1012.7 hpa,29.7º,0.0 mm
31-07-2021,18:45,31.3,24%,270 (W),11.3 km/h,1012.8 hpa,29.7º,0.0 mm
31-07-2021,18:40,31.3,25%,270 (W),8.0 km/h,1012.8 hpa,29.7º,0.0 mm
31-07-2021,18:35,31.3,25%,292 (W),8.0 km/h,1012.8 hpa,29.7º,0.0 mm
31-07-2021,18:30,31.3,25%,270 (W),8.0 km/h,1012.9 hpa,29.7º,0.0 mm
31-07-2021,18:25,31.2,25%,270 (W),9.7 km/h,1012.9 hpa,29.7º,0.0 mm
31-07-2021,18:20,31.1,25%,270 (W),8.0 km/h,1013.1 hpa,29.7º,0.0 mm
31-07-2021,18:15,30.9,25%,270 (W),11.3 km/h,1013.1 hpa,29.7º,0.0 mm
31-07-2021,18:10,31.1,25%,247(SW),8.0 km/h,1013.1 hpa,29.7º,0.0 mm
31-07-2021,18:05,31.0,26%,270 (W),11.3 km/h,1013.1 hpa,29.7º,0.0 mm
31-07-2021,18:00,31.0,26%,270 (W),9.7 km/h,1013.2 hpa,29.7º,0.0 mm
31-07-2021,17:55,30.8,27%,270 (W),9.7 km/h,1013.2 hpa,29.7º,0.0 mm
31-07-2021,17:50,30.9,27%,270 (W),9.7 km/h,1013.1 hpa,29.7º,0.0 mm
31-07-2021,17:45,30.9,27%,270 (W),8.0 km/h,1013.2 hpa,29.7º,0.0 mm
31-07-2021,17:40,30.8,27%,270 (W),8.0 km/h,1013.4 hpa,29.7º,0.0 mm
31-07-2021,17:35,30.7,27%,270 (W),11.3 km/h,1013.4 hpa,29.6º,0.0 mm
31-07-2021,17:30,30.7,27%,270 (W),9.7 km/h,1013.5 hpa,29.6º,0.0 mm
31-07-2021,17:25,30.5,27%,270 (W),12.9 km/h,1013.4 hpa,29.6º,0.0 mm
31-07-2021,17:20,30.6,27%,270 (W),9.7 km/h,1013.5 hpa,29.6º,0.0 mm
31-07-2021,17:15,30.7,27%,270 (W),11.3 km/h,1013.4 hpa,29.6º,0.0 mm
31-07-2021,17:10,31.0,26%,292 (W),8.0 km/h,1013.4 hpa,29.6º,0.0 mm
31-07-2021,17:05,31.1,26%,270 (W),9.7 km/h,1013.5 hpa,29.6º,0.0 mm
31-07-2021,17:00,31.0,27%,292 (W),8.0 km/h,1013.4 hpa,29.6º,0.0 mm
31-07-2021,16:55,30.9,27%,270 (W),9.7 km/h,1013.3 hpa,29.6º,0.0 mm
31-07-2021,16:50,30.8,27%,270 (W),11.3 km/h,1013.4 hpa,29.6º,0.0 mm
31-07-2021,16:45,30.7,27%,270 (W),8.0 km/h,1013.3 hpa,29.6º,0.0 mm
31-07-2021,16:40,30.3,28%,270 (W),9.7 km/h,1013.4 hpa,29.6º,0.0 mm
31-07-2021,16:35,30.1,28%,270 (W),12.9 km/h,1013.4 hpa,29.6º,0.0 mm
31-07-2021,16:30,30.0,28%,270 (W),11.3 km/h,1013.7 hpa,29.6º,0.0 mm
31-07-2021,16:25,29.8,28%,270 (W),16.1 km/h,1013.6 hpa,29.6º,0.0 mm
31-07-2021,16:20,30.1,28%,270 (W),14.5 km/h,1013.5 hpa,29.6º,0.0 mm
31-07-2021,16:15,30.1,28%,270 (W),9.7 km/h,1013.8 hpa,29.6º,0.0 mm
31-07-2021,16:10,30.0,28%,270 (W),9.7 km/h,1013.8 hpa,29.5º,0.0 mm
31-07-2021,16:05,29.8,28%,270 (W),9.7 km/h,1013.9 hpa,29.5º,0.0 mm
31-07-2021,16:00,29.9,27%,270 (W),11.3 km/h,1014.0 hpa,29.5º,0.0 mm
31-07-2021,15:55,30.2,27%,270 (W),9.7 km/h,1014.0 hpa,29.5º,0.0 mm
31-07-2021,15:50,29.8,28%,270 (W),4.8 km/h,1014.0 hpa,29.5º,0.0 mm
31-07-2021,15:45,29.6,28%,270 (W),4.8 km/h,1014.2 hpa,29.5º,0.0 mm
31-07-2021,15:40,29.4,28%,270 (W),11.3 km/h,1014.2 hpa,29.5º,0.0 mm
31-07-2021,15:35,29.3,27%,270 (W),8.0 km/h,1014.2 hpa,29.5º,0.0 mm
31-07-2021,15:30,29.3,27%,270 (W),14.5 km/h,1014.2 hpa,29.5º,0.0 mm
31-07-2021,15:25,29.3,27%,270 (W),9.7 km/h,1014.2 hpa,29.5º,0.0 mm
31-07-2021,15:20,29.3,27%,270 (W),11.3 km/h,1014.2 hpa,29.5º,0.0 mm
31-07-2021,15:15,29.3,27%,270 (W),9.7 km/h,1014.3 hpa,29.5º,0.0 mm
31-07-2021,15:10,29.1,27%,270 (W),9.7 km/h,1014.2 hpa,29.5º,0.0 mm
31-07-2021,15:05,29.2,27%,270 (W),11.3 km/h,1014.2 hpa,29.5º,0.0 mm
31-07-2021,15:00,28.9,28%,315(NW),8.0 km/h,1014.3 hpa,29.5º,0.0 mm
31-07-2021,14:55,28.8,27%,270 (W),9.7 km/h,1014.2 hpa,29.5º,0.0 mm
31-07-2021,14:50,28.8,27%,270 (W),9.7 km/h,1014.3 hpa,29.5º,0.0 mm
31-07-2021,14:45,28.7,28%,270 (W),8.0 km/h,1014.3 hpa,29.5º,0.0 mm
31-07-2021,14:40,28.4,28%,270 (W),9.7 km/h,1014.3 hpa,29.5º,0.0 mm
31-07-2021,14:35,28.3,29%,270 (W),8.0 km/h,1014.3 hpa,29.5º,0.0 mm
31-07-2021,14:30,28.2,29%,270 (W),11.3 km/h,1014.4 hpa,29.5º,0.0 mm
31-07-2021,14:25,28.0,29%,270 (W),9.7 km/h,1014.5 hpa,29.5º,0.0 mm
31-07-2021,14:20,27.8,29%,270 (W),9.7 km/h,1014.5 hpa,29.5º,0.0 mm
31-07-2021,14:15,27.9,29%,270 (W),11.3 km/h,1014.5 hpa,29.5º,0.0 mm
31-07-2021,14:10,27.8,29%,247(SW),6.4 km/h,1014.5 hpa,29.5º,0.0 mm
31-07-2021,14:05,27.8,29%,270 (W),8.0 km/h,1014.5 hpa,29.5º,0.0 mm
31-07-2021,14:00,27.8,29%,270 (W),9.7 km/h,1014.6 hpa,29.5º,0.0 mm
31-07-2021,13:55,27.8,28%,315(NW),6.4 km/h,1014.6 hpa,29.5º,0.0 mm
31-07-2021,13:50,27.7,30%,270 (W),4.8 km/h,1014.6 hpa,29.5º,0.0 mm
31-07-2021,13:45,27.6,30%,270 (W),4.8 km/h,1014.6 hpa,29.5º,0.0 mm
31-07-2021,13:40,27.2,32%,270 (W),6.4 km/h,1014.6 hpa,29.5º,0.0 mm
31-07-2021,13:35,26.9,32%,270 (W),6.4 km/h,1014.7 hpa,29.5º,0.0 mm
31-07-2021,13:30,26.9,32%,270 (W),6.4 km/h,1014.6 hpa,29.5º,0.0 mm
31-07-2021,13:25,26.8,33%,247(SW),3.2 km/h,1014.7 hpa,29.5º,0.0 mm
31-07-2021,13:20,26.3,35%,270 (W),4.8 km/h,1014.8 hpa,29.4º,0.0 mm
31-07-2021,13:15,26.1,36%,270 (W),6.4 km/h,1014.7 hpa,29.4º,0.0 mm
31-07-2021,13:10,25.9,37%,247(SW),9.7 km/h,1014.9 hpa,29.4º,0.0 mm
31-07-2021,13:05,25.9,39%,270 (W),4.8 km/h,1014.8 hpa,29.4º,0.0 mm
31-07-2021,13:00,25.7,40%,270 (W),9.7 km/h,1014.8 hpa,29.4º,0.0 mm
31-07-2021,12:55,25.8,41%,247(SW),6.4 km/h,1015.0 hpa,29.4º,0.0 mm
31-07-2021,12:50,25.7,42%,270 (W),1.6 km/h,1015.1 hpa,29.4º,0.0 mm
31-07-2021,12:45,25.6,41%,270 (W),8.0 km/h,1015.1 hpa,29.4º,0.0 mm
31-07-2021,12:40,25.5,41%,225(SW),4.8 km/h,1015.1 hpa,29.4º,0.0 mm
31-07-2021,12:35,25.0,43%,315(NW),3.2 km/h,1015.0 hpa,29.4º,0.0 mm
31-07-2021,12:30,24.7,43%,270 (W),8.0 km/h,1015.1 hpa,29.4º,0.0 mm
31-07-2021,12:25,24.7,44%,247(SW),4.8 km/h,1015.0 hpa,29.4º,0.0 mm
31-07-2021,12:20,24.6,45%,292 (W),6.4 km/h,1015.0 hpa,29.4º,0.0 mm
31-07-2021,12:15,24.4,46%,270 (W),4.8 km/h,1015.0 hpa,29.4º,0.0 mm
31-07-2021,12:10,24.2,47%,292 (W),3.2 km/h,1015.0 hpa,29.4º,0.0 mm
31-07-2021,12:05,24.3,46%,270 (W),9.7 km/h,1015.0 hpa,29.4º,0.0 mm
31-07-2021,12:00,24.4,47%,247(SW),1.6 km/h,1015.1 hpa,29.4º,0.0 mm
31-07-2021,11:55,24.2,48%,247(SW),3.2 km/h,1015.1 hpa,29.3º,0.0 mm
31-07-2021,11:50,23.9,49%,270 (W),3.2 km/h,1015.2 hpa,29.3º,0.0 mm
31-07-2021,11:45,23.7,50%,292 (W),4.8 km/h,1015.2 hpa,29.3º,0.0 mm
31-07-2021,11:40,23.8,49%,270 (W),6.4 km/h,1015.2 hpa,29.3º,0.0 mm
31-07-2021,11:35,24.1,49%,270 (W),4.8 km/h,1015.2 hpa,29.3º,0.0 mm
31-07-2021,11:30,24.2,49%,000 (N),1.6 km/h,1015.2 hpa,29.2º,0.0 mm
31-07-2021,11:25,23.7,51%,315(NW),1.6 km/h,1015.2 hpa,29.2º,0.0 mm
31-07-2021,11:20,23.5,51%,022 (N),3.2 km/h,1015.4 hpa,29.2º,0.0 mm
31-07-2021,11:15,23.3,53%,022 (N),3.2 km/h,1015.3 hpa,29.2º,0.0 mm
31-07-2021,11:10,22.9,54%,000 (N),3.2 km/h,1015.3 hpa,29.2º,0.0 mm
31-07-2021,11:05,22.4,55%,270 (W),4.8 km/h,1015.3 hpa,29.2º,0.0 mm
31-07-2021,11:00,22.3,55%,292 (W),4.8 km/h,1015.3 hpa,29.1º,0.0 mm
31-07-2021,10:55,22.3,55%,000 (N),4.8 km/h,1015.2 hpa,29.1º,0.0 mm
31-07-2021,10:50,22.1,55%,337(NW),4.8 km/h,1015.2 hpa,29.1º,0.0 mm
31-07-2021,10:45,21.8,56%,337(NW),6.4 km/h,1015.2 hpa,29.1º,0.0 mm
31-07-2021,10:40,21.8,56%,337(NW),6.4 km/h,1015.2 hpa,29.1º,0.0 mm
31-07-2021,10:35,21.8,57%,337(NW),8.0 km/h,1015.1 hpa,29.1º,0.0 mm
31-07-2021,10:30,21.7,57%,000 (N),4.8 km/h,1015.1 hpa,28.9º,0.0 mm
31-07-2021,10:25,21.5,57%,337(NW),8.0 km/h,1015.1 hpa,28.9º,0.0 mm
31-07-2021,10:20,21.4,59%,337(NW),6.4 km/h,1015.0 hpa,28.9º,0.0 mm
31-07-2021,10:15,21.3,59%,000 (N),8.0 km/h,1015.0 hpa,28.9º,0.0 mm
31-07-2021,10:10,21.2,60%,000 (N),6.4 km/h,1015.0 hpa,28.9º,0.0 mm
31-07-2021,10:05,20.9,62%,315(NW),9.7 km/h,1015.0 hpa,28.8º,0.0 mm
31-07-2021,10:00,20.8,62%,337(NW),11.3 km/h,1015.0 hpa,28.8º,0.0 mm
31-07-2021,09:55,20.7,62%,315(NW),8.0 km/h,1014.8 hpa,28.8º,0.0 mm
31-07-2021,09:50,20.7,62%,337(NW),9.7 km/h,1014.9 hpa,28.8º,0.0 mm
31-07-2021,09:45,20.8,62%,337(NW),8.0 km/h,1014.8 hpa,28.7º,0.0 mm
31-07-2021,09:40,20.8,62%,337(NW),6.4 km/h,1014.7 hpa,28.7º,0.0 mm
31-07-2021,09:35,20.8,62%,315(NW),6.4 km/h,1014.8 hpa,28.7º,0.0 mm
31-07-2021,09:30,20.8,62%,337(NW),6.4 km/h,1014.6 hpa,28.7º,0.0 mm
31-07-2021,09:25,20.8,63%,315(NW),4.8 km/h,1014.7 hpa,28.7º,0.0 mm
31-07-2021,09:20,20.8,63%,337(NW),6.4 km/h,1014.5 hpa,28.7º,0.0 mm
31-07-2021,09:15,20.7,62%,337(NW),6.4 km/h,1014.6 hpa,28.6º,0.0 mm
31-07-2021,09:10,20.7,63%,292 (W),6.4 km/h,1014.6 hpa,28.6º,0.0 mm
31-07-2021,09:05,20.6,63%,337(NW),6.4 km/h,1014.5 hpa,28.6º,0.0 mm
31-07-2021,09:00,20.6,63%,337(NW),8.0 km/h,1014.6 hpa,28.5º,0.0 mm
31-07-2021,08:55,20.4,64%,337(NW),6.4 km/h,1014.5 hpa,28.5º,0.0 mm
31-07-2021,08:50,20.3,65%,315(NW),4.8 km/h,1014.4 hpa,28.5º,0.0 mm
31-07-2021,08:45,20.1,65%,337(NW),4.8 km/h,1014.3 hpa,28.5º,0.0 mm
31-07-2021,08:40,20.0,65%,337(NW),4.8 km/h,1014.4 hpa,28.4º,0.0 mm
31-07-2021,08:35,20.0,65%,315(NW),6.4 km/h,1014.3 hpa,28.4º,0.0 mm
31-07-2021,08:30,19.9,66%,315(NW),3.2 km/h,1014.3 hpa,28.4º,0.0 mm
31-07-2021,08:25,19.8,66%,337(NW),6.4 km/h,1014.2 hpa,28.4º,0.0 mm
31-07-2021,08:20,19.8,66%,337(NW),4.8 km/h,1014.0 hpa,28.4º,0.0 mm
31-07-2021,08:15,19.8,66%,315(NW),6.4 km/h,1014.1 hpa,28.4º,0.0 mm
31-07-2021,08:10,19.9,66%,315(NW),3.2 km/h,1014.0 hpa,28.4º,0.0 mm
31-07-2021,08:05,19.9,67%,337(NW),3.2 km/h,1013.9 hpa,28.4º,0.0 mm
31-07-2021,08:00,19.9,67%,337(NW),3.2 km/h,1013.9 hpa,28.4º,0.0 mm
31-07-2021,07:55,19.9,67%,315(NW),3.2 km/h,1014.0 hpa,28.4º,0.0 mm
31-07-2021,07:50,19.9,67%,315(NW),3.2 km/h,1014.0 hpa,28.4º,0.0 mm
31-07-2021,07:45,20.1,67%,337(NW),3.2 km/h,1014.0 hpa,28.4º,0.0 mm
31-07-2021,07:40,20.2,67%,337(NW),4.8 km/h,1014.0 hpa,28.4º,0.0 mm
31-07-2021,07:35,20.2,68%,337(NW),1.6 km/h,1014.0 hpa,28.4º,0.0 mm
31-07-2021,07:30,20.3,68%,337(NW),1.6 km/h,1013.9 hpa,28.4º,0.0 mm
31-07-2021,07:25,20.3,68%,337(NW),1.6 km/h,1013.9 hpa,28.4º,0.0 mm
31-07-2021,07:20,20.3,68%,337(NW),1.6 km/h,1013.8 hpa,28.4º,0.0 mm
31-07-2021,07:15,20.2,69%,337(NW),1.6 km/h,1013.7 hpa,28.5º,0.0 mm
31-07-2021,07:10,20.2,69%,337(NW),3.2 km/h,1013.9 hpa,28.5º,0.0 mm
31-07-2021,07:05,20.1,69%,337(NW),3.2 km/h,1013.8 hpa,28.5º,0.0 mm
31-07-2021,07:00,20.0,69%,337(NW),1.6 km/h,1013.9 hpa,28.5º,0.0 mm
31-07-2021,06:55,20.0,69%,337(NW),3.2 km/h,1013.7 hpa,28.5º,0.0 mm
31-07-2021,06:50,20.0,69%,337(NW),3.2 km/h,1013.8 hpa,28.5º,0.0 mm
31-07-2021,06:45,20.0,69%,337(NW),3.2 km/h,1013.8 hpa,28.5º,0.0 mm
31-07-2021,06:40,20.1,69%,337(NW),3.2 km/h,1013.9 hpa,28.6º,0.0 mm
31-07-2021,06:35,20.1,69%,292 (W),4.8 km/h,1013.9 hpa,28.6º,0.0 mm
31-07-2021,06:30,20.2,68%,315(NW),4.8 km/h,1013.8 hpa,28.6º,0.0 mm
31-07-2021,06:25,20.3,68%,315(NW),4.8 km/h,1013.9 hpa,28.6º,0.0 mm
31-07-2021,06:20,20.4,68%,315(NW),4.8 km/h,1013.8 hpa,28.6º,0.0 mm
31-07-2021,06:15,20.5,68%,292 (W),3.2 km/h,1013.8 hpa,28.6º,0.0 mm
31-07-2021,06:10,20.6,67%,292 (W),4.8 km/h,1013.7 hpa,28.6º,0.0 mm
31-07-2021,06:05,20.8,67%,292 (W),4.8 km/h,1013.7 hpa,28.6º,0.0 mm
31-07-2021,06:00,20.8,67%,292 (W),3.2 km/h,1013.7 hpa,28.6º,0.0 mm
31-07-2021,05:55,21.0,66%,292 (W),3.2 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,05:50,21.1,66%,270 (W),4.8 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,05:45,21.2,65%,292 (W),4.8 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,05:40,21.4,64%,270 (W),6.4 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,05:35,21.7,63%,270 (W),4.8 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,05:30,21.9,63%,292 (W),4.8 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,05:25,22.0,63%,270 (W),4.8 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,05:20,22.2,62%,270 (W),4.8 km/h,1013.5 hpa,28.7º,0.0 mm
31-07-2021,05:15,22.3,62%,292 (W),4.8 km/h,1013.5 hpa,28.7º,0.0 mm
31-07-2021,05:10,22.4,61%,270 (W),4.8 km/h,1013.5 hpa,28.7º,0.0 mm
31-07-2021,05:05,22.5,61%,270 (W),3.2 km/h,1013.5 hpa,28.7º,0.0 mm
31-07-2021,05:00,22.6,60%,292 (W),3.2 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,04:55,22.7,59%,292 (W),3.2 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,04:50,22.8,59%,270 (W),3.2 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,04:45,22.9,59%,270 (W),3.2 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,04:40,23.1,58%,270 (W),3.2 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,04:35,23.2,58%,270 (W),1.6 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,04:30,23.3,57%,270 (W),3.2 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,04:25,23.5,57%,270 (W),3.2 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,04:20,23.6,56%,270 (W),6.4 km/h,1013.7 hpa,28.7º,0.0 mm
31-07-2021,04:15,23.8,56%,270 (W),6.4 km/h,1013.7 hpa,28.7º,0.0 mm
31-07-2021,04:10,24.1,54%,270 (W),6.4 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,04:05,24.2,54%,270 (W),4.8 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,04:00,24.3,54%,292 (W),4.8 km/h,1013.7 hpa,28.7º,0.0 mm
31-07-2021,03:55,24.3,54%,292 (W),4.8 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,03:50,24.4,53%,315(NW),3.2 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,03:45,24.5,53%,315(NW),1.6 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,03:40,24.6,53%,315(NW),3.2 km/h,1013.6 hpa,28.7º,0.0 mm
31-07-2021,03:35,24.7,53%,315(NW),1.6 km/h,1013.7 hpa,28.7º,0.0 mm
31-07-2021,03:30,24.8,52%,315(NW),3.2 km/h,1013.5 hpa,28.7º,0.0 mm
31-07-2021,03:25,24.8,52%,315(NW),1.6 km/h,1013.5 hpa,28.7º,0.0 mm
31-07-2021,03:20,25.0,52%,315(NW),3.2 km/h,1013.5 hpa,28.7º,0.0 mm
